Age,Income,Spending_Score,Engagement_Level,Purchase_Frequency,Product_Category,Customer_Segment,Met_Target
53,27485,47.13,7,27,Groceries,Medium-Value,1
50,51455,98.11,6,12,Beauty,Medium-Value,1
47,131984,74.04,4,22,Beauty,Low-Value,1
54,36767,11.8,5,40,Electronics,Medium-Value,0
40,132701,75.65,8,48,Groceries,Low-Value,1
27,48453,9.52,3,37,Furniture,Medium-Value,0
22,96280,2.75,2,21,Beauty,Medium-Value,1
53,122638,40.36,3,33,Beauty,High-Value,0
51,73442,99.36,7,17,Clothing,Low-Value,0
69,71877,17.49,8,29,Beauty,Medium-Value,0
48,32226,67.26,1,40,Beauty,Medium-Value,0
27,113405,17.34,7,10,Beauty,Low-Value,0
36,42588,72.48,9,18,Groceries,Medium-Value,1
49,98976,50.54,3,47,Groceries,Low-Value,1
18,51709,68.0,3,13,Clothing,Low-Value,0
22,67788,20.29,8,27,Electronics,Low-Value,1
62,108031,74.56,4,10,Beauty,High-Value,1
21,57019,99.56,8,32,Electronics,Low-Value,1
33,64948,66.57,5,41,Groceries,Medium-Value,1
41,85133,49.35,3,45,Beauty,Low-Value,0
33,134444,92.32,4,3,Electronics,Low-Value,1
19,86458,1.59,4,22,Electronics,Low-Value,1
66,137603,72.99,8,27,Furniture,Medium-Value,1
45,47526,88.87,6,3,Groceries,Low-Value,1
49,93493,6.17,7,33,Clothing,Low-Value,1
44,148585,45.01,9,2,Clothing,High-Value,1
37,72198,20.47,6,11,Furniture,Medium-Value,0
41,134100,56.65,3,46,Electronics,Low-Value,1
29,143854,64.95,3,10,Furniture,Medium-Value,1
67,119534,30.26,3,39,Furniture,Low-Value,1
52,63395,46.0,2,33,Groceries,Medium-Value,0
50,44031,27.93,1,7,Beauty,Low-Value,0
50,95542,36.94,1,15,Electronics,Low-Value,0
68,145814,15.95,4,26,Clothing,Low-Value,0
60,57701,88.56,3,11,Clothing,Low-Value,0
54,132599,1.0,5,38,Furniture,High-Value,1
29,45939,88.24,9,27,Furniture,Low-Value,1
20,69145,57.17,8,39,Furniture,Low-Value,1
18,40324,33.17,9,7,Electronics,Medium-Value,0
50,42867,72.31,5,1,Furniture,Medium-Value,1
57,20203,50.78,8,10,Furniture,Low-Value,0
27,36544,49.91,4,21,Beauty,Low-Value,0
60,35899,11.01,5,15,Electronics,Low-Value,0
61,49063,38.95,3,30,Groceries,Low-Value,0
46,110880,24.11,5,30,Groceries,Low-Value,0
30,23748,1.57,3,8,Beauty,Low-Value,0
29,125022,36.01,5,24,Clothing,Medium-Value,0
48,137269,8.98,5,19,Groceries,High-Value,1
63,86629,25.68,6,3,Electronics,Medium-Value,0
19,100764,9.25,9,15,Clothing,Low-Value,1
68,40884,10.09,1,36,Furniture,Medium-Value,1
67,45183,19.9,6,6,Electronics,Medium-Value,1
52,101570,99.98,1,42,Clothing,High-Value,1
40,91246,0.22,6,48,Groceries,Medium-Value,1
34,128036,63.87,2,18,Furniture,Medium-Value,1
43,39259,14.12,8,38,Furniture,Low-Value,1
25,55959,92.06,3,19,Electronics,Medium-Value,1
46,136525,9.36,6,49,Furniture,Low-Value,1
43,53457,95.51,6,30,Clothing,Low-Value,1
27,105679,61.09,4,13,Beauty,Low-Value,0
43,145829,0.13,5,39,Groceries,Medium-Value,0
51,148216,89.4,2,12,Electronics,Medium-Value,1
68,22103,52.17,8,34,Beauty,High-Value,0
58,85901,26.27,7,12,Beauty,Low-Value,1
24,132314,76.73,6,44,Electronics,Low-Value,1
21,64535,92.67,7,24,Clothing,High-Value,0
67,36103,48.37,1,4,Groceries,High-Value,0
62,118046,31.56,5,36,Electronics,Medium-Value,1
28,110012,78.89,7,48,Beauty,Low-Value,1
46,98278,68.18,1,14,Beauty,Medium-Value,1
53,32391,88.88,2,17,Electronics,Low-Value,1
42,122476,69.25,9,49,Beauty,High-Value,1
38,48901,24.35,3,3,Electronics,Medium-Value,0
53,140721,93.17,6,38,Electronics,Low-Value,1
27,117537,10.48,7,23,Groceries,High-Value,1
54,101159,26.79,9,13,Electronics,Medium-Value,1
26,87914,52.02,5,9,Beauty,High-Value,1
41,70357,56.57,4,21,Furniture,High-Value,1
52,106908,1.53,2,41,Groceries,Low-Value,0
66,130335,78.06,3,8,Beauty,Low-Value,0
52,58437,36.16,5,17,Beauty,Medium-Value,0
65,55503,40.64,2,16,Groceries,High-Value,0
53,116282,80.94,4,16,Groceries,High-Value,1
35,113459,37.93,1,28,Beauty,Medium-Value,1
66,95403,4.72,4,16,Furniture,Low-Value,0
56,61258,17.64,7,46,Clothing,Low-Value,0
49,53724,95.59,3,46,Beauty,Medium-Value,1
41,84286,7.04,8,14,Groceries,Medium-Value,1
40,94842,35.49,6,46,Electronics,Medium-Value,0
49,124927,50.32,6,44,Electronics,Medium-Value,1
54,34908,49.33,1,38,Groceries,Medium-Value,1
29,112617,0.4,5,20,Groceries,High-Value,0
66,70626,50.12,3,45,Clothing,Low-Value,1
30,57228,38.38,1,48,Groceries,Low-Value,1
40,43386,97.21,8,41,Electronics,Medium-Value,1
42,66754,15.92,7,34,Furniture,High-Value,0
52,130942,35.42,7,29,Groceries,Low-Value,1
58,48302,41.95,4,3,Clothing,Low-Value,0
47,80815,39.07,6,10,Furniture,Low-Value,1
34,141084,66.58,9,20,Clothing,Low-Value,1
66,104748,21.55,3,2,Furniture,Low-Value,1
37,83344,22.11,9,27,Groceries,Medium-Value,1
65,55618,72.92,4,32,Electronics,Low-Value,0
42,131603,50.03,5,10,Furniture,Medium-Value,1
39,96234,41.52,7,40,Beauty,Low-Value,0
30,81114,16.92,6,17,Clothing,Low-Value,0
36,137652,18.75,8,33,Furniture,Medium-Value,0
66,90130,1.06,8,6,Clothing,Medium-Value,1
53,45525,9.14,8,39,Electronics,Low-Value,0
29,99818,55.68,3,47,Clothing,High-Value,0
58,134589,89.19,6,18,Clothing,Low-Value,1
36,34334,28.72,7,9,Beauty,Low-Value,1
29,114715,32.77,9,8,Clothing,Medium-Value,1
26,82767,11.56,4,25,Furniture,High-Value,0
24,26644,38.86,5,31,Clothing,Medium-Value,0
45,121154,3.72,8,42,Groceries,Low-Value,1
31,133237,91.76,1,4,Clothing,Medium-Value,1
48,52933,67.31,6,20,Groceries,Low-Value,0
69,146366,99.07,4,28,Clothing,Medium-Value,1
36,63469,88.28,5,40,Clothing,Low-Value,1
64,53687,47.3,5,1,Furniture,High-Value,0
33,126609,51.97,2,40,Groceries,Low-Value,0
22,72656,19.06,8,44,Groceries,High-Value,0
52,37375,46.2,2,23,Beauty,Low-Value,0
29,134019,90.3,4,47,Clothing,High-Value,1
42,140735,5.09,5,13,Clothing,Low-Value,0
69,85206,86.36,1,16,Furniture,Low-Value,0
38,116462,34.09,6,26,Beauty,Low-Value,1
53,56607,89.95,2,31,Beauty,High-Value,0
40,103178,94.09,5,1,Furniture,Low-Value,1
33,43993,67.09,6,17,Groceries,Low-Value,0
56,64386,66.44,8,16,Electronics,Low-Value,1
62,143394,45.28,9,37,Furniture,High-Value,1
59,66287,83.55,6,10,Groceries,Low-Value,1
56,106724,96.16,5,38,Beauty,Low-Value,1
31,118132,77.51,4,44,Furniture,High-Value,1
48,113308,62.19,2,31,Electronics,High-Value,1
22,116393,60.68,2,10,Clothing,Low-Value,0
52,147314,84.95,7,49,Furniture,High-Value,1
40,96312,54.12,5,34,Electronics,Low-Value,1
46,118371,80.39,7,6,Electronics,Low-Value,1
60,95324,50.89,1,28,Furniture,High-Value,1
28,91196,6.24,1,28,Groceries,Medium-Value,0
35,90014,38.39,5,13,Furniture,Low-Value,0
64,28210,44.44,2,41,Beauty,Low-Value,0
29,30922,14.16,8,12,Electronics,Low-Value,0
26,56289,10.25,3,40,Electronics,Medium-Value,0
27,149097,53.55,1,2,Clothing,High-Value,1
61,53340,8.51,2,8,Electronics,Low-Value,0
34,59850,30.29,7,42,Clothing,High-Value,0
55,76984,74.46,6,9,Electronics,Low-Value,1
24,123699,96.44,8,8,Electronics,Medium-Value,1
63,133711,71.79,7,3,Furniture,Low-Value,1
30,104178,99.26,8,9,Furniture,Medium-Value,1
57,31094,69.83,3,13,Beauty,Low-Value,0
59,107959,29.38,6,9,Groceries,High-Value,0
26,53418,67.21,7,31,Beauty,Low-Value,0
67,25741,70.22,1,25,Electronics,Low-Value,1
44,131585,37.17,1,44,Beauty,High-Value,0
19,92374,1.77,7,45,Furniture,Medium-Value,0
22,137275,70.32,3,8,Electronics,Low-Value,1
46,142564,2.17,3,47,Electronics,Medium-Value,0
54,88798,63.12,5,31,Beauty,High-Value,1
55,136026,16.36,6,45,Clothing,Medium-Value,0
36,90532,56.56,2,45,Groceries,Low-Value,1
25,130130,50.39,3,31,Beauty,Low-Value,1
65,42164,1.35,6,17,Beauty,High-Value,0
62,55595,36.29,3,47,Groceries,Low-Value,0
18,50257,60.11,5,19,Electronics,Medium-Value,1
39,34211,84.86,9,3,Electronics,Medium-Value,0
69,115989,88.86,3,46,Clothing,Low-Value,1
34,25232,48.38,6,30,Beauty,Low-Value,0
24,87753,72.84,5,10,Groceries,High-Value,1
42,72691,31.65,5,49,Beauty,Low-Value,0
62,109765,34.22,6,29,Furniture,Medium-Value,0
21,99768,19.45,6,40,Beauty,High-Value,0
53,45613,56.19,1,18,Beauty,Low-Value,0
23,34026,31.46,9,12,Furniture,Low-Value,0
48,73535,8.44,5,49,Furniture,High-Value,0
36,114090,68.5,1,23,Groceries,Medium-Value,1
61,50908,70.78,8,11,Electronics,Low-Value,0
56,72113,36.0,7,9,Clothing,Low-Value,1
44,39610,7.67,7,24,Furniture,Medium-Value,0
27,66646,42.63,5,25,Electronics,Medium-Value,0
43,125141,44.23,1,25,Groceries,Medium-Value,1
36,83185,66.87,9,47,Beauty,High-Value,1
56,92567,31.54,9,9,Groceries,Medium-Value,1
20,67574,68.26,8,12,Groceries,High-Value,1
62,143978,87.15,5,11,Furniture,Medium-Value,1
30,145204,23.75,3,49,Clothing,Low-Value,0
67,111051,97.89,8,38,Furniture,Medium-Value,1
45,122020,38.64,1,28,Beauty,Medium-Value,1
37,56182,26.73,3,8,Furniture,Low-Value,0
45,136136,42.15,7,10,Beauty,Low-Value,1
25,20570,9.44,4,25,Furniture,Medium-Value,0
58,117790,12.57,7,47,Clothing,Medium-Value,1
56,39288,41.44,5,36,Electronics,High-Value,0
18,98824,76.24,6,43,Clothing,High-Value,1
20,49877,90.03,7,9,Furniture,Low-Value,1
30,104425,66.48,7,41,Groceries,Medium-Value,1
45,20917,10.52,7,8,Electronics,Low-Value,0
66,95602,67.2,7,3,Groceries,Low-Value,1
42,115040,63.54,7,18,Clothing,Low-Value,1
50,84575,80.58,3,46,Electronics,Medium-Value,0
55,92518,82.52,3,35,Furniture,Low-Value,0
23,142115,86.82,7,17,Groceries,Low-Value,1
61,59104,41.41,2,36,Furniture,Low-Value,0
62,38062,69.79,2,28,Beauty,Low-Value,1
49,36999,26.83,3,15,Electronics,High-Value,0
62,81845,99.93,4,19,Groceries,High-Value,1
64,29941,17.53,6,22,Clothing,Medium-Value,0
38,81169,1.01,8,6,Clothing,Medium-Value,1
33,43470,14.88,7,47,Clothing,Medium-Value,0
38,149744,77.59,4,7,Clothing,Medium-Value,0
28,130684,44.68,2,44,Groceries,Medium-Value,0
54,79821,44.75,2,48,Beauty,Low-Value,0
53,106669,95.5,4,9,Clothing,Low-Value,1
52,138193,91.96,6,20,Clothing,Low-Value,1
36,64435,31.12,3,37,Clothing,Low-Value,0
37,24529,20.91,6,11,Beauty,Low-Value,1
35,103055,84.85,5,2,Electronics,Medium-Value,1
64,32192,90.6,5,22,Clothing,Medium-Value,0
58,94102,54.16,2,48,Clothing,Low-Value,0
66,92762,62.94,8,36,Clothing,Low-Value,1
31,123466,25.69,5,5,Electronics,Medium-Value,0
32,134894,80.08,2,7,Clothing,Low-Value,1
48,106795,63.21,7,6,Electronics,Low-Value,1
18,54087,50.35,9,22,Electronics,High-Value,1
20,86677,6.01,9,10,Furniture,Medium-Value,1
33,24627,91.59,1,46,Furniture,High-Value,1
40,76541,61.55,7,40,Clothing,High-Value,0
28,132805,19.27,9,46,Groceries,High-Value,1
29,88226,60.64,6,46,Furniture,Low-Value,1
27,125627,67.75,1,20,Furniture,Low-Value,1
49,23255,52.58,2,28,Groceries,Low-Value,0
33,77433,71.81,4,23,Beauty,Low-Value,1
25,25213,58.15,4,35,Clothing,Medium-Value,1
55,122412,94.78,2,1,Beauty,Medium-Value,1
29,39404,5.37,8,29,Beauty,High-Value,1
41,136545,10.62,2,9,Electronics,High-Value,0
45,45380,17.37,3,9,Electronics,Medium-Value,0
25,111056,69.02,4,22,Clothing,Medium-Value,1
45,39173,64.56,9,2,Groceries,Low-Value,1
53,148833,89.21,1,16,Electronics,Medium-Value,1
43,73027,73.29,8,40,Furniture,High-Value,1
25,43989,50.84,5,6,Clothing,Low-Value,1
67,128106,99.18,7,13,Beauty,Medium-Value,1
45,44519,26.61,8,33,Clothing,High-Value,0
45,145803,83.32,5,19,Electronics,Low-Value,1
54,42439,42.68,8,15,Groceries,High-Value,1
58,138570,64.87,8,33,Beauty,Low-Value,1
53,96949,72.73,9,10,Groceries,High-Value,1
44,34995,63.38,2,1,Clothing,Low-Value,0
34,43559,14.05,3,12,Groceries,Low-Value,0
26,148028,44.3,1,43,Groceries,Low-Value,1
50,130887,56.14,4,29,Clothing,Medium-Value,1
37,109049,84.9,5,17,Beauty,High-Value,0
30,25021,44.36,1,4,Groceries,Medium-Value,0
45,118000,91.87,8,29,Groceries,High-Value,1
65,41119,44.04,2,7,Clothing,High-Value,0
46,71539,54.88,1,44,Furniture,Low-Value,0
30,114835,79.63,2,13,Groceries,Medium-Value,1
63,59350,58.31,5,5,Electronics,Low-Value,0
52,66223,96.02,9,6,Beauty,Medium-Value,1
23,45517,66.03,9,34,Groceries,Low-Value,1
35,98653,52.27,2,7,Clothing,Low-Value,0
68,42250,2.36,2,46,Electronics,Medium-Value,0
22,104486,41.37,3,28,Clothing,Low-Value,1
64,102895,29.92,7,46,Groceries,Medium-Value,1
42,109132,74.81,3,10,Electronics,High-Value,0
19,111066,20.83,1,4,Beauty,Low-Value,1
27,86798,20.52,6,3,Beauty,Medium-Value,1
47,74199,18.95,3,25,Beauty,Medium-Value,1
67,143823,12.56,1,23,Furniture,Low-Value,1
62,79546,31.1,4,27,Clothing,Medium-Value,0
22,148180,88.59,1,14,Groceries,Low-Value,1
50,125686,77.49,1,38,Electronics,Low-Value,1
18,108151,73.53,2,32,Clothing,Low-Value,1
35,23327,79.73,8,23,Groceries,Medium-Value,1
49,140318,26.94,2,47,Furniture,Medium-Value,0
64,49768,88.74,2,40,Groceries,Low-Value,0
66,84418,13.73,8,37,Clothing,Low-Value,1
28,114386,33.63,6,3,Groceries,High-Value,0
38,136947,58.67,4,35,Electronics,High-Value,1
43,62788,10.29,3,13,Furniture,Medium-Value,0
42,135945,73.01,1,34,Electronics,Low-Value,1
39,102384,38.72,3,24,Furniture,Low-Value,1
44,66830,78.44,9,1,Furniture,High-Value,1
66,72446,49.29,5,12,Groceries,Low-Value,0
30,125078,18.09,6,8,Electronics,Low-Value,1
50,35160,73.48,5,19,Furniture,Medium-Value,0
51,76583,25.21,1,9,Furniture,Medium-Value,0
58,53998,49.08,1,28,Groceries,Medium-Value,0
52,47230,7.55,4,14,Clothing,Low-Value,1
18,29076,61.79,3,27,Clothing,Medium-Value,0
38,89341,66.59,8,18,Beauty,Medium-Value,1
65,51085,37.87,7,42,Beauty,Medium-Value,1
23,75571,95.44,7,41,Furniture,Low-Value,0
45,34715,87.42,8,6,Clothing,Medium-Value,1
34,148308,70.79,7,33,Furniture,Medium-Value,1
22,25750,71.37,2,37,Electronics,Medium-Value,0
48,133931,25.24,4,42,Clothing,Medium-Value,1
22,98768,65.68,6,25,Clothing,Low-Value,1
55,138544,19.82,3,13,Clothing,Low-Value,1
20,55903,14.4,3,23,Beauty,Low-Value,0
40,92489,99.95,6,36,Groceries,Low-Value,1
54,52093,62.24,1,33,Groceries,Medium-Value,0
54,111036,43.1,1,21,Beauty,Medium-Value,1
27,107954,28.82,5,34,Beauty,Low-Value,0
27,139277,60.39,1,36,Beauty,High-Value,1
36,54314,4.96,8,17,Groceries,Low-Value,1
34,68225,9.47,2,10,Furniture,Low-Value,1
38,107985,3.29,6,23,Beauty,Low-Value,0
31,103014,49.92,5,44,Furniture,Medium-Value,0
26,55179,60.06,4,2,Furniture,Medium-Value,1
63,137305,6.25,1,35,Electronics,High-Value,0
18,132417,72.12,3,14,Groceries,Low-Value,0
68,45338,23.04,4,47,Furniture,Low-Value,0
62,112435,68.52,2,45,Groceries,Medium-Value,1
30,89681,98.19,2,41,Groceries,Medium-Value,1
21,52101,69.11,2,2,Electronics,High-Value,1
18,22775,88.32,1,19,Groceries,Low-Value,1
66,131497,94.82,2,16,Furniture,Medium-Value,1
57,117183,48.68,6,43,Clothing,Low-Value,1
49,65619,70.23,3,44,Furniture,Medium-Value,0
51,65838,85.2,5,25,Furniture,Low-Value,1
45,141316,35.66,1,1,Groceries,Medium-Value,1
48,39539,26.14,8,2,Furniture,Medium-Value,0
25,122274,94.66,4,48,Clothing,Low-Value,0
56,77124,72.63,9,27,Groceries,Low-Value,0
43,85149,21.97,4,2,Beauty,Low-Value,1
51,46616,44.91,2,30,Furniture,Low-Value,0
20,99655,79.65,3,10,Furniture,Low-Value,1
67,110695,54.71,5,19,Electronics,Low-Value,1
29,74567,65.0,6,42,Beauty,Medium-Value,1
18,57099,75.38,7,16,Beauty,Low-Value,1
61,95831,62.2,4,13,Clothing,Low-Value,1
22,120246,54.01,7,48,Beauty,High-Value,1
47,81799,74.96,3,8,Electronics,Low-Value,1
47,140714,72.76,7,31,Clothing,Medium-Value,1
34,110221,62.99,4,45,Beauty,Medium-Value,1
65,134879,35.98,8,25,Clothing,High-Value,1
64,45479,40.58,9,39,Beauty,Low-Value,1
40,66172,97.04,7,21,Beauty,Medium-Value,1
32,119165,11.24,8,38,Beauty,Low-Value,0
54,75863,26.85,8,41,Furniture,High-Value,0
38,62043,49.24,2,29,Beauty,Low-Value,1
31,102569,83.67,9,6,Furniture,Medium-Value,1
19,122438,16.37,6,18,Groceries,Low-Value,1
28,130107,27.7,4,49,Electronics,High-Value,0
68,35408,6.58,5,44,Clothing,Medium-Value,0
56,142275,70.6,5,35,Clothing,Low-Value,1
55,77980,23.82,7,27,Groceries,Low-Value,1
51,102956,38.87,9,5,Beauty,Low-Value,1
55,36351,44.37,7,7,Electronics,Low-Value,0
67,24131,89.13,9,10,Groceries,Low-Value,0
51,136836,41.13,4,10,Groceries,High-Value,1
35,64825,14.52,4,28,Clothing,Medium-Value,0
47,31349,52.43,6,36,Furniture,High-Value,0
32,80931,96.3,8,10,Furniture,Medium-Value,1
44,64254,60.77,9,35,Beauty,Medium-Value,1
68,58225,98.34,1,35,Beauty,Medium-Value,1
51,124383,84.11,1,37,Groceries,Low-Value,0
69,32453,3.6,8,48,Beauty,Medium-Value,0
55,38814,65.84,7,20,Furniture,Medium-Value,0
50,38263,28.68,9,13,Electronics,High-Value,1
41,97694,55.96,3,11,Clothing,Medium-Value,1
32,35735,27.93,5,45,Furniture,High-Value,0
47,35830,34.89,3,19,Beauty,Medium-Value,0
59,67893,92.32,5,28,Clothing,Medium-Value,0
68,64673,20.66,1,38,Clothing,Medium-Value,1
34,147006,87.41,4,45,Groceries,Low-Value,1
22,109462,3.05,6,4,Beauty,Low-Value,1
46,65066,9.09,2,37,Groceries,Medium-Value,0
21,120315,85.47,7,19,Clothing,High-Value,1
27,23373,63.06,8,37,Groceries,Low-Value,0
34,30335,74.72,1,14,Beauty,High-Value,1
27,43741,20.94,4,31,Furniture,Low-Value,1
34,30692,53.71,4,28,Electronics,Medium-Value,1
37,67295,73.72,5,36,Furniture,Low-Value,1
41,65541,62.73,4,44,Clothing,Low-Value,1
22,54057,47.17,9,38,Furniture,Low-Value,0
51,86983,95.98,7,19,Groceries,Low-Value,1
23,39583,67.62,2,42,Beauty,Low-Value,0
19,42765,90.78,1,1,Furniture,Low-Value,0
30,79287,72.98,9,23,Furniture,Low-Value,0
60,43906,73.55,1,28,Beauty,Low-Value,0
60,140747,8.0,6,48,Groceries,Low-Value,1
65,105103,35.95,2,4,Electronics,Medium-Value,1
28,99675,85.84,4,41,Furniture,High-Value,1
68,66525,23.26,6,18,Clothing,Low-Value,0
64,58230,11.55,5,49,Groceries,Low-Value,0
40,137904,32.61,6,47,Groceries,Medium-Value,1
33,39520,22.04,3,39,Furniture,Low-Value,0
48,105238,92.53,5,25,Beauty,Medium-Value,0
28,71934,86.8,2,18,Furniture,Low-Value,0
33,45566,49.97,7,6,Furniture,Low-Value,0
25,93193,6.13,3,19,Beauty,Low-Value,1
21,123224,71.46,1,12,Clothing,Low-Value,1
57,50134,62.34,8,25,Beauty,Medium-Value,1
21,30345,97.06,8,35,Furniture,Low-Value,1
42,141012,55.9,3,1,Electronics,High-Value,1
20,141015,33.64,7,5,Beauty,Low-Value,1
49,61185,51.9,9,1,Clothing,High-Value,0
20,135464,97.93,8,8,Beauty,Low-Value,1
44,112949,69.64,3,39,Beauty,Low-Value,0
46,90744,67.2,2,47,Groceries,Medium-Value,1
49,53455,24.07,7,43,Groceries,Low-Value,1
67,135217,74.36,7,18,Furniture,High-Value,1
68,48018,75.03,9,46,Furniture,Medium-Value,1
36,74219,31.73,5,9,Beauty,Medium-Value,1
38,65991,48.37,4,5,Electronics,Low-Value,0
22,93616,29.46,8,4,Furniture,Medium-Value,1
35,107438,25.87,4,44,Beauty,Medium-Value,0
45,136841,2.59,4,29,Beauty,Medium-Value,1
59,29486,28.52,2,1,Beauty,Low-Value,1
39,58862,55.4,1,30,Beauty,High-Value,0
38,141662,0.16,4,45,Beauty,High-Value,1
23,78870,28.32,7,1,Groceries,High-Value,0
18,106694,88.14,9,3,Clothing,Medium-Value,1
22,125996,59.36,9,22,Clothing,Medium-Value,1
58,63856,60.79,1,8,Beauty,Low-Value,1
29,121407,40.34,5,18,Furniture,High-Value,0
43,120744,67.65,7,25,Electronics,High-Value,1
63,106055,18.99,7,48,Beauty,Low-Value,1
51,51379,81.87,6,20,Electronics,Low-Value,0
66,84729,11.67,4,31,Groceries,High-Value,1
31,48378,65.6,3,30,Clothing,Low-Value,0
43,125428,34.11,9,16,Groceries,Low-Value,1
62,74353,74.75,4,2,Furniture,High-Value,0
44,69996,54.98,8,17,Furniture,High-Value,0
26,34031,45.24,1,10,Beauty,High-Value,0
43,100072,16.94,7,7,Furniture,Low-Value,0
64,85982,63.68,6,42,Furniture,Low-Value,1
39,56683,97.48,1,9,Groceries,Medium-Value,1
64,134091,82.56,4,17,Electronics,Medium-Value,1
47,137797,6.0,5,9,Clothing,Low-Value,0
60,37618,37.62,8,9,Furniture,High-Value,0
65,26587,92.56,4,37,Furniture,High-Value,1
34,82790,50.3,3,24,Groceries,Low-Value,1
43,51480,66.21,2,39,Clothing,Low-Value,1
53,118530,91.26,4,11,Groceries,Low-Value,1
18,40527,87.38,4,8,Electronics,Medium-Value,0
25,43569,50.18,5,25,Groceries,Low-Value,1
66,31151,43.76,7,46,Clothing,Medium-Value,0
52,91094,33.97,9,2,Clothing,Medium-Value,0
69,79174,71.9,2,10,Furniture,High-Value,0
32,64739,28.7,5,24,Electronics,Low-Value,0
64,52954,24.99,9,48,Beauty,Medium-Value,1
39,132984,35.62,3,16,Furniture,Medium-Value,0
31,132863,17.72,1,19,Groceries,Medium-Value,1
43,129373,69.51,2,31,Groceries,High-Value,1
45,55303,61.62,6,11,Clothing,Medium-Value,0
40,54700,48.29,5,6,Clothing,High-Value,0
31,113036,39.03,1,6,Clothing,Low-Value,1
41,143728,90.91,1,32,Beauty,Medium-Value,1
19,87568,2.91,4,39,Beauty,Medium-Value,0
62,86788,76.91,4,48,Furniture,High-Value,1
43,91045,90.19,6,13,Beauty,Low-Value,1
31,57842,44.64,6,3,Clothing,Low-Value,1
68,33900,55.07,6,41,Furniture,Medium-Value,1
24,147992,94.45,1,35,Furniture,Low-Value,1
20,100059,21.23,9,38,Electronics,Medium-Value,1
64,21881,52.01,7,17,Beauty,High-Value,0
40,53037,47.47,7,3,Groceries,High-Value,0
63,21630,25.84,7,34,Groceries,Low-Value,0
60,40789,81.86,2,12,Electronics,Low-Value,1
64,146083,89.96,2,24,Clothing,Medium-Value,1
62,108059,78.19,6,6,Electronics,Medium-Value,1
35,103494,19.54,7,42,Clothing,Medium-Value,1
55,66151,8.67,3,11,Beauty,Medium-Value,0
52,68920,60.54,4,48,Beauty,Medium-Value,0
68,129388,5.71,3,27,Furniture,Low-Value,0
32,87231,67.28,7,48,Furniture,Medium-Value,1
42,137946,53.04,7,24,Furniture,Low-Value,1
54,100357,66.28,4,18,Furniture,Low-Value,0
45,23262,59.02,7,27,Groceries,Medium-Value,1
27,86981,42.27,5,41,Furniture,Medium-Value,0
56,140951,20.09,1,21,Furniture,Medium-Value,0
34,143099,30.57,4,34,Furniture,Low-Value,0
56,101972,52.45,7,33,Clothing,Low-Value,1
39,95485,65.19,2,48,Furniture,Low-Value,1
43,74722,77.95,2,18,Electronics,Medium-Value,0
61,109499,76.72,1,3,Furniture,Low-Value,0
42,70818,97.27,2,24,Furniture,Medium-Value,1
34,49932,28.58,8,1,Groceries,Medium-Value,0
30,26901,7.11,8,6,Furniture,Medium-Value,1
37,137473,34.57,8,19,Clothing,High-Value,0
42,119023,74.33,1,22,Beauty,High-Value,1
21,28597,43.81,1,43,Furniture,High-Value,0
27,149631,81.78,4,8,Furniture,Medium-Value,0
20,83909,54.93,6,5,Furniture,Low-Value,1
58,92391,92.98,8,9,Groceries,Medium-Value,1
62,104214,94.79,2,47,Beauty,Medium-Value,1
35,28263,6.93,3,21,Groceries,Low-Value,0
64,83293,45.64,6,28,Groceries,Medium-Value,1
53,132824,60.97,4,46,Groceries,Medium-Value,1
64,144933,25.59,2,4,Clothing,Low-Value,0
39,45805,40.71,7,24,Beauty,Medium-Value,0
51,111679,67.77,4,8,Clothing,Low-Value,1
64,31874,22.67,8,17,Clothing,Low-Value,0
25,113065,60.2,8,34,Beauty,High-Value,1
57,106402,69.74,7,20,Clothing,Medium-Value,1
66,34079,9.05,9,16,Beauty,Medium-Value,0
61,69850,49.75,4,10,Furniture,Low-Value,0
36,92779,26.31,7,34,Groceries,Medium-Value,1
59,115408,72.44,1,43,Clothing,Low-Value,1
58,29018,18.96,4,10,Beauty,Medium-Value,0
54,140606,89.22,2,30,Electronics,High-Value,1
23,69500,43.09,9,30,Clothing,High-Value,0
69,140062,19.8,5,25,Clothing,Low-Value,0
43,32100,43.8,3,46,Beauty,Medium-Value,0
51,77021,40.87,4,43,Electronics,High-Value,0
62,134995,42.89,6,41,Electronics,Low-Value,1
23,39800,58.56,1,7,Furniture,Low-Value,1
54,148126,52.12,7,47,Clothing,High-Value,1
50,83400,14.98,8,20,Groceries,Medium-Value,1
39,112446,6.56,7,17,Clothing,Medium-Value,1
38,49437,72.94,7,3,Groceries,Low-Value,0
